"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13"
"46","PH5","I/O","","","","","","","I2C2_SDA","SPI5_NSS","","","","","","","FMC_SDNWE",""
"47","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","TIM9_CH2","","","","USART2_RX","","","USB_OTG_HS_ULPI_D0","ETH_COL","",""
"48","BYPASS_REG","Reset","","","","","","","","","","","","","","","",""
"49","VDD","Power","","","","","","","","","","","","","","","",""
"50","PA4","I/O","","","","","","","","I2S1_WS/SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_CK","","","","","USB_OTG_HS_SOF","DCMI_HSYNC"
"51","PA5","I/O","","","","TIM2_CH1/TIM2_ETR","","TIM8_CH1N","","I2S1_CK/SPI1_SCK","","","","","USB_OTG_HS_ULPI_CK","","",""
"52","PA6","I/O","","","","TIM1_BKIN","TIM3_CH1","TIM8_BKIN","","SPI1_MISO","","","","TIM13_CH1","","","","DCMI_PIXCLK"
"53","PA7","I/O","","","","TIM1_CH1N","TIM3_CH2","TIM8_CH1N","","I2S1_SD/SPI1_MOSI","","","","TIM14_CH1","","ETH_CRS_DV/ETH_RX_DV","FMC_SDNWE",""
"54","PC4","I/O","","","","","","","","I2S1_MCK","","","SPDIFRX_IN2","","","ETH_RXD0","FMC_SDNE0",""
"55","PC5","I/O","","","","","","","","","","","SPDIFRX_IN3","","","ETH_RXD1","FMC_SDCKE0",""
"56","PB0","I/O","","","","TIM1_CH2N","TIM3_CH3","TIM8_CH2N","","","","","UART4_CTS","","USB_OTG_HS_ULPI_D1","ETH_RXD2","",""
"57","PB1","I/O","","","","TIM1_CH3N","TIM3_CH4","TIM8_CH3N","","","","","","","USB_OTG_HS_ULPI_D2","ETH_RXD3","",""
"58","PB2","I/O","","","","","","","","","SAI1_SD_A","I2S3_SD/SPI3_MOSI","","QUADSPI_CLK","","","",""
"59","PF11","I/O","","","","","","","","SPI5_MOSI","","","","","SAI2_SD_B","","FMC_SDNRAS","DCMI_D12"
"60","PF12","I/O","","","","","","","","","","","","","","","FMC_A6",""
"61","VSS","Power","","","","","","","","","","","","","","","",""
"62","VDD","Power","","","","","","","","","","","","","","","",""
"63","PF13","I/O","","","","","","","I2C4_SMBA","","","","","","","","FMC_A7",""
"64","PF14","I/O","","","","","","","I2C4_SCL","","","","","","","","FMC_A8",""
"65","PF15","I/O","","","","","","","I2C4_SDA","","","","","","","","FMC_A9",""
"66","PG0","I/O","","","","","","","","","","","","","","","FMC_A10",""
"67","PG1","I/O","","","","","","","","","","","","","","","FMC_A11",""
"68","PE7","I/O","","","","TIM1_ETR","","","","","","","UART7_RX","","QUADSPI_BK2_IO0","","FMC_D4/FMC_DA4",""
"69","PE8","I/O","","","","TIM1_CH1N","","","","","","","UART7_TX","","QUADSPI_BK2_IO1","","FMC_D5/FMC_DA5",""
"70","PE9","I/O","","","","TIM1_CH1","","","","","","","UART7_DE/UART7_RTS","","QUADSPI_BK2_IO2","","FMC_D6/FMC_DA6",""
"71","VSS","Power","","","","","","","","","","","","","","","",""
"72","VDD","Power","","","","","","","","","","","","","","","",""
"73","PE10","I/O","","","","TIM1_CH2N","","","","","","","UART7_CTS","","QUADSPI_BK2_IO3","","FMC_D7/FMC_DA7",""
"74","PE11","I/O","","","","TIM1_CH2","","","","SPI4_NSS","","","","","SAI2_SD_B","","FMC_D8/FMC_DA8",""
"75","PE12","I/O","","","","TIM1_CH3N","","","","SPI4_SCK","","","","","SAI2_SCK_B","","FMC_D9/FMC_DA9",""
"76","PE13","I/O","","","","TIM1_CH3","","","","SPI4_MISO","","","","","SAI2_FS_B","","FMC_D10/FMC_DA10",""
"77","PE14","I/O","","","","TIM1_CH4","","","","SPI4_MOSI","","","","","SAI2_MCLK_B","","FMC_D11/FMC_DA11",""
"78","PE15","I/O","","","","TIM1_BKIN","","","","","","","","","","","FMC_D12/FMC_DA12",""
"79","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","I2S2_CK/SPI2_SCK","","USART3_TX","","","USB_OTG_HS_ULPI_D3","ETH_RX_ER","",""
"80","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","USB_OTG_HS_ULPI_D4","ETH_TX_EN","",""
"81","VCAP_1","Power","","","","","","","","","","","","","","","",""
"82","VDD","Power","","","","","","","","","","","","","","","",""
"83","PH6","I/O","","","","","","","I2C2_SMBA","SPI5_SCK","","","","TIM12_CH1","","ETH_RXD2","FMC_SDNE1","DCMI_D8"
"84","PH7","I/O","","","","","","","I2C3_SCL","SPI5_MISO","","","","","","ETH_RXD3","FMC_SDCKE1","DCMI_D9"
"85","PH8","I/O","","","","","","","I2C3_SDA","","","","","","","","FMC_D16","DCMI_HSYNC"
"86","PH9","I/O","","","","","","","I2C3_SMBA","","","","","TIM12_CH2","","","FMC_D17","DCMI_D0"
"87","PH10","I/O","","","","","TIM5_CH1","","I2C4_SMBA","","","","","","","","FMC_D18","DCMI_D1"
"88","PH11","I/O","","","","","TIM5_CH2","","I2C4_SCL","","","","","","","","FMC_D19","DCMI_D2"
"89","PH12","I/O","","","","","TIM5_CH3","","I2C4_SDA","","","","","","","","FMC_D20","DCMI_D3"
"90","VSS","Power","","","","","","","","","","","","","","","",""
"91","VDD","Power","","","","","","","","","","","","","","","",""
"92","PB12","I/O","","","","TIM1_BKIN","","","I2C2_SMBA","I2S2_WS/SPI2_NSS","","USART3_CK","","CAN2_RX","USB_OTG_HS_ULPI_D5","ETH_TXD0","USB_OTG_HS_ID",""
"93","PB13","I/O","","","","TIM1_CH1N","","","","I2S2_CK/SPI2_SCK","","USART3_CTS","","CAN2_TX","USB_OTG_HS_ULPI_D6","ETH_TXD1","",""
"94","PB14","I/O","","","","TIM1_CH2N","","TIM8_CH2N","","SPI2_MISO","","USART3_DE/USART3_RTS","","TIM12_CH1","","","USB_OTG_HS_DM",""
"95","PB15","I/O","","","RTC_REFIN","TIM1_CH3N","","TIM8_CH3N","","I2S2_SD/SPI2_MOSI","","","","TIM12_CH2","","","USB_OTG_HS_DP",""
"96","PD8","I/O","","","","","","","","","","USART3_TX","SPDIFRX_IN1","","","","FMC_D13/FMC_DA13",""
"97","PD9","I/O","","","","","","","","","","USART3_RX","","","","","FMC_D14/FMC_DA14",""
"98","PD10","I/O","","","","","","","","","","USART3_CK","","","","","FMC_D15/FMC_DA15",""
"99","PD11","I/O","","","","","","","I2C4_SMBA","","","USART3_CTS","","QUADSPI_BK1_IO0","SAI2_SD_A","","FMC_A16/FMC_CLE",""
"100","PD12","I/O","","","","","TIM4_CH1","LPTIM1_IN1","I2C4_SCL","","","USART3_DE/USART3_RTS","","QUADSPI_BK1_IO1","SAI2_FS_A","","FMC_A17/FMC_ALE",""
"101","PD13","I/O","","","","","TIM4_CH2","LPTIM1_OUT","I2C4_SDA","","","","","QUADSPI_BK1_IO3","SAI2_SCK_A","","FMC_A18",""
"102","VSS","Power","","","","","","","","","","","","","","","",""
"103","VDD","Power","","","","","","","","","","","","","","","",""
"104","PD14","I/O","","","","","TIM4_CH3","","","","","","UART8_CTS","","","","FMC_D0/FMC_DA0",""
"105","PD15","I/O","","","","","TIM4_CH4","","","","","","UART8_DE/UART8_RTS","","","","FMC_D1/FMC_DA1",""
"106","PG2","I/O","","","","","","","","","","","","","","","FMC_A12",""
"107","PG3","I/O","","","","","","","","","","","","","","","FMC_A13",""
"108","PG4","I/O","","","","","","","","","","","","","","","FMC_A14/FMC_BA0",""
"109","PG5","I/O","","","","","","","","","","","","","","","FMC_A15/FMC_BA1",""
"110","PG6","I/O","","","","","","","","","","","","","","","","DCMI_D12"
"111","PG7","I/O","","","","","","","","","","","USART6_CK","","","","FMC_INT","DCMI_D13"
"112","PG8","I/O","","","","","","","","SPI6_NSS","","SPDIFRX_IN2","USART6_DE/USART6_RTS","","","ETH_PPS_OUT","FMC_SDCLK",""
"113","VSS","Power","","","","","","","","","","","","","","","",""
"114","VDDUSB","Power","","","","","","","","","","","","","","","",""
"115","PC6","I/O","","","","","TIM3_CH1","TIM8_CH1","","I2S2_MCK","","","USART6_TX","","","","SDMMC1_D6","DCMI_D0"
"116","PC7","I/O","","","","","TIM3_CH2","TIM8_CH2","","","I2S3_MCK","","USART6_RX","","","","SDMMC1_D7","DCMI_D1"
"117","PC8","I/O","","","SYS_TRACED1","","TIM3_CH3","TIM8_CH3","","","","UART5_DE/UART5_RTS","USART6_CK","","","","SDMMC1_D0","DCMI_D2"
"118","PC9","I/O","","","RCC_MCO_2","","TIM3_CH4","TIM8_CH4","I2C3_SDA","I2S_CKIN","","UART5_CTS","","QUADSPI_BK1_IO0","","","SDMMC1_D1","DCMI_D3"
"119","PA8","I/O","","","RCC_MCO_1","TIM1_CH1","","TIM8_BKIN2","I2C3_SCL","","","USART1_CK","","","USB_OTG_FS_SOF","","",""
"120","PA9","I/O","","","","TIM1_CH2","","","I2C3_SMBA","I2S2_CK/SPI2_SCK","","USART1_TX","","","","","","DCMI_D0"
"121","PA10","I/O","","","","TIM1_CH3","","","","","","USART1_RX","","","USB_OTG_FS_ID","","","DCMI_D1"
"122","PA11","I/O","","","","TIM1_CH4","","","","","","USART1_CTS","","CAN1_RX","USB_OTG_FS_DM","","",""
"123","PA12","I/O","","","","TIM1_ETR","","","","","","USART1_DE/USART1_RTS","SAI2_FS_B","CAN1_TX","USB_OTG_FS_DP","","",""
"124","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","",""
"125","VCAP_2","Power","","","","","","","","","","","","","","","",""
"126","VSS","Power","","","","","","","","","","","","","","","",""
"127","VDD","Power","","","","","","","","","","","","","","","",""
"128","PH13","I/O","","","","","","TIM8_CH1N","","","","","","CAN1_TX","","","FMC_D21",""
"129","PH14","I/O","","","","","","TIM8_CH2N","","","","","","","","","FMC_D22","DCMI_D4"
"130","PH15","I/O","","","","","","TIM8_CH3N","","","","","","","","","FMC_D23","DCMI_D11"
"131","PI0","I/O","","","","","TIM5_CH4","","","I2S2_WS/SPI2_NSS","","","","","","","FMC_D24","DCMI_D13"
"132","PI1","I/O","","","","","","TIM8_BKIN2","","I2S2_CK/SPI2_SCK","","","","","","","FMC_D25","DCMI_D8"
"133","PI2","I/O","","","","","","TIM8_CH4","","SPI2_MISO","","","","","","","FMC_D26","DCMI_D9"
"134","PI3","I/O","","","","","","TIM8_ETR","","I2S2_SD/SPI2_MOSI","","","","","","","FMC_D27","DCMI_D10"
"135","VSS","Power","","","","","","","","","","","","","","","",""
"136","VDD","Power","","","","","","","","","","","","","","","",""
"137","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","",""
"138","PA15","I/O","","","SYS_JTDI","TIM2_CH1/TIM2_ETR","","","CEC","I2S1_WS/SPI1_NSS","I2S3_WS/SPI3_NSS","","UART4_DE/UART4_RTS","","","","",""
"139","PC10","I/O","","","","","","","","","I2S3_CK/SPI3_SCK","USART3_TX","UART4_TX","QUADSPI_BK1_IO1","","","SDMMC1_D2","DCMI_D8"
"140","PC11","I/O","","","","","","","","","SPI3_MISO","USART3_RX","UART4_RX","QUADSPI_BK2_NCS","","","SDMMC1_D3","DCMI_D4"
"141","PC12","I/O","","","SYS_TRACED3","","","","","","I2S3_SD/SPI3_MOSI","USART3_CK","UART5_TX","","","","SDMMC1_CK","DCMI_D9"
"142","PD0","I/O","","","","","","","","","","","","CAN1_RX","","","FMC_D2/FMC_DA2",""
"143","PD1","I/O","","","","","","","","","","","","CAN1_TX","","","FMC_D3/FMC_DA3",""
"144","PD2","I/O","","","SYS_TRACED2","","TIM3_ETR","","","","","","UART5_RX","","","","SDMMC1_CMD","DCMI_D11"
"145","PD3","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","USART2_CTS","","","","","FMC_CLK","DCMI_D5"
"146","PD4","I/O","","","","","","","","","","USART2_DE/USART2_RTS","","","","","FMC_NOE",""
"147","PD5","I/O","","","","","","","","","","USART2_TX","","","","","FMC_NWE",""
"148","VSS","Power","","","","","","","","","","","","","","","",""
"149","VDD","Power","","","","","","","","","","","","","","","",""
"150","PD6","I/O","","","","","","","","I2S3_SD/SPI3_MOSI","SAI1_SD_A","USART2_RX","","","","","FMC_NWAIT","DCMI_D10"
"151","PD7","I/O","","","","","","","","","","USART2_CK","SPDIFRX_IN0","","","","FMC_NE1",""
"152","PG9","I/O","","","","","","","","","","SPDIFRX_IN3","USART6_RX","QUADSPI_BK2_IO2","SAI2_FS_B","","FMC_NCE/FMC_NE2","DCMI_VSYNC"
"153","PG10","I/O","","","","","","","","","","","","","SAI2_SD_B","","FMC_NE3","DCMI_D2"
"154","PG11","I/O","","","","","","","","","","SPDIFRX_IN0","","","","ETH_TX_EN","","DCMI_D3"
"155","PG12","I/O","","","","","","LPTIM1_IN1","","SPI6_MISO","","SPDIFRX_IN1","USART6_DE/USART6_RTS","","","","FMC_NE4",""
"156","PG13","I/O","","","SYS_TRACED0","","","LPTIM1_OUT","","SPI6_SCK","","","USART6_CTS","","","ETH_TXD0","FMC_A24",""
"157","PG14","I/O","","","SYS_TRACED1","","","LPTIM1_ETR","","SPI6_MOSI","","","USART6_TX","QUADSPI_BK2_IO3","","ETH_TXD1","FMC_A25",""
"158","VSS","Power","","","","","","","","","","","","","","","",""
"159","VDD","Power","","","","","","","","","","","","","","","",""
"160","PG15","I/O","","","","","","","","","","","USART6_CTS","","","","FMC_SDNCAS","DCMI_D13"
"161","PB3","I/O","","","SYS_JTDO-SWO","TIM2_CH2","","","","I2S1_CK/SPI1_SCK","I2S3_CK/SPI3_SCK","","","","","","",""
"162","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","SPI3_MISO","I2S2_WS/SPI2_NSS","","","","","",""
"163","PB5","I/O","","","","","TIM3_CH2","","I2C1_SMBA","I2S1_SD/SPI1_MOSI","I2S3_SD/SPI3_MOSI","","","CAN2_RX","USB_OTG_HS_ULPI_D7","ETH_PPS_OUT","FMC_SDCKE1","DCMI_D10"
"164","PB6","I/O","","","","","TIM4_CH1","CEC","I2C1_SCL","","","USART1_TX","","CAN2_TX","QUADSPI_BK1_NCS","","FMC_SDNE1","DCMI_D5"
"165","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","FMC_NL","DCMI_VSYNC"
"166","BOOT0","Boot","","","","","","","","","","","","","","","",""
"167","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","CAN1_RX","","ETH_TXD3","SDMMC1_D4","DCMI_D6"
"168","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","I2S2_WS/SPI2_NSS","","","","CAN1_TX","","","SDMMC1_D5","DCMI_D7"
"169","PE0","I/O","","","","","TIM4_ETR","LPTIM1_ETR","","","","","UART8_RX","","SAI2_MCLK_A","","FMC_NBL0","DCMI_D2"
"170","PE1","I/O","","","","","","LPTIM1_IN2","","","","","UART8_TX","","","","FMC_NBL1","DCMI_D3"
"171","PDR_ON","Reset","","","","","","","","","","","","","","","",""
"172","VDD","Power","","","","","","","","","","","","","","","",""
"173","PI4","I/O","","","","","","TIM8_BKIN","","","","","","","SAI2_MCLK_A","","FMC_NBL2","DCMI_D5"
"174","PI5","I/O","","","","","","TIM8_CH1","","","","","","","SAI2_SCK_A","","FMC_NBL3","DCMI_VSYNC"
"175","PI6","I/O","","","","","","TIM8_CH2","","","","","","","SAI2_SD_A","","FMC_D28","DCMI_D6"
"176","PI7","I/O","","","","","","TIM8_CH3","","","","","","","SAI2_FS_A","","FMC_D29","DCMI_D7"
